ID,Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,Birthdate
5242,Jane Johnson,0.6,Germany,Healthcare,5172,55,Berlin,Germany,Divorced,4,"Drop Out, Harvard University",False,1970-03-22
5243,Sophia Thomas,0.6,United States,Retail,5172,67,"Los Angeles, CA",United States,In Relationship,1,"Bachelor of Arts/Science, MIT",False,1958-03-25
5244,Emily Jackson,0.6,France,Real Estate,5172,44,Paris,France,Married,2,"Bachelor of Arts/Science, Yale University",False,1981-03-19
5245,David Johnson,0.6,United States,Real Estate,5172,75,"New York, NY",United States,Married,5,"PhD, Harvard University",True,1950-03-27
5246,Jane Taylor,0.6,China,Manufacturing,5172,31,Beijing,China,In Relationship,0,"PhD, Oxford University",False,1994-03-16
5247,Olivia Martin,0.6,United States,Healthcare,5172,90,"Chicago, IL",United States,Married,1,"Bachelor of Arts/Science, Harvard University",True,1935-03-31
5248,Olivia Johnson,0.6,China,Manufacturing,5172,90,Shanghai,China,In Relationship,4,"Master of Business Administration, MIT",False,1935-03-31
5249,David Anderson,0.6,China,Real Estate,5172,38,Beijing,China,Married,5,"Master of Business Administration, Cambridge University",False,1987-03-18
5250,Jane Harris,0.6,United States,Finance,5172,90,"Chicago, IL",United States,Divorced,1,"Bachelor of Arts/Science, MIT",False,1935-03-31
5251,John Johnson,0.6,Brazil,Technology,5172,83,São Paulo,Brazil,In Relationship,5,"Master of Business Administration, MIT",True,1942-03-29
5252,Sophia Taylor,0.6,Germany,Energy,5172,85,Munich,Germany,Divorced,0,"Bachelor of Arts/Science, Yale University",True,1940-03-29
5253,Sophia Jackson,0.6,China,Real Estate,5172,43,Shenzhen,China,Divorced,0,"Bachelor of Arts/Science, Stanford University",True,1982-03-19
5254,Emily Johnson,0.6,China,Manufacturing,5172,64,Shanghai,China,In Relationship,1,"Master of Business Administration, Stanford University",True,1961-03-24
5255,David Taylor,0.6,China,Energy,5172,41,Shanghai,China,In Relationship,1,"Master of Business Administration, Oxford University",True,1984-03-18
5256,David White,0.6,Brazil,Technology,5172,38,Rio de Janeiro,Brazil,In Relationship,2,"Master of Business Administration, Oxford University",False,1987-03-18
5257,Michael Smith,0.6,France,Energy,5172,42,Marseille,France,Married,0,"Master of Business Administration, Stanford University",True,1983-03-19
5258,Robert Thomas,0.6,China,Manufacturing,5172,74,Beijing,China,Single,2,"Master of Business Administration, MIT",True,1951-03-27
5259,Robert Thomas,0.6,Germany,Finance,5172,50,Berlin,Germany,Married,2,"Bachelor of Arts/Science, Oxford University",True,1975-03-21
5260,John Johnson,0.6,Brazil,Real Estate,5172,49,São Paulo,Brazil,Divorced,3,"PhD, Harvard University",True,1976-03-20
5261,David Taylor,0.6,Germany,Real Estate,5172,65,Munich,Germany,Divorced,3,"Drop Out, Harvard University",False,1960-03-24
5262,David Martin,0.6,China,Manufacturing,5172,54,Shanghai,China,Married,3,"Drop Out, Stanford University",True,1971-03-22
5263,Sophia Jackson,0.6,United States,Retail,5172,34,"Los Angeles, CA",United States,In Relationship,5,"PhD, Cambridge University",False,1991-03-17
5264,David Anderson,0.6,Germany,Manufacturing,5172,79,Frankfurt,Germany,In Relationship,2,"Drop Out, Oxford University",True,1946-03-28
5265,Jane Johnson,0.6,China,Healthcare,5172,67,Shenzhen,China,Married,1,"PhD, Cambridge University",False,1958-03-25
5266,Robert Jackson,0.6,India,Retail,5172,38,Mumbai,India,In Relationship,5,"Drop Out, Stanford University",False,1987-03-18
5267,Emily Martin,0.6,United States,Healthcare,5172,40,"New York, NY",United States,Divorced,2,"Drop Out, MIT",False,1985-03-18
5268,David Harris,0.6,Germany,Technology,5172,82,Frankfurt,Germany,In Relationship,1,"Master of Business Administration, Harvard University",False,1943-03-29
5269,Sarah Harris,0.6,Germany,Finance,5172,86,Berlin,Germany,Married,2,"PhD, Harvard University",False,1939-03-30
5270,Jane Brown,0.6,India,Manufacturing,5172,41,Mumbai,India,Married,2,"PhD, Cambridge University",True,1984-03-18
5271,Michael Smith,0.6,Germany,Energy,5172,50,Frankfurt,Germany,Married,0,"PhD, Cambridge University",False,1975-03-21
5272,David Harris,0.6,France,Technology,5172,41,Marseille,France,Divorced,2,"PhD, Harvard University",False,1984-03-18
5273,Sophia Johnson,0.6,India,Real Estate,5172,78,Delhi,India,Divorced,4,"PhD, Cambridge University",True,1947-03-28
5274,Jane Jackson,0.6,United States,Manufacturing,5172,65,"Chicago, IL",United States,Single,2,"Bachelor of Arts/Science, Harvard University",True,1960-03-24
5275,Michael Brown,0.6,China,Healthcare,5172,49,Shenzhen,China,Married,3,"PhD, Oxford University",False,1976-03-20
5276,Sophia Jackson,0.6,India,Manufacturing,5172,30,Mumbai,India,Divorced,1,"Drop Out, Oxford University",True,1995-03-16
5277,David Harris,0.6,Germany,Energy,5172,53,Frankfurt,Germany,Married,3,"Master of Business Administration, MIT",False,1972-03-21
5278,Emily Anderson,0.6,United States,Finance,5172,71,"Los Angeles, CA",United States,Divorced,5,"Bachelor of Arts/Science, Oxford University",True,1954-03-26
5279,Sophia Anderson,0.6,India,Finance,5172,28,Bangalore,India,Single,5,"Bachelor of Arts/Science, Cambridge University",False,1997-03-15
5280,Robert Jackson,0.6,Germany,Finance,5172,54,Berlin,Germany,Married,4,"Bachelor of Arts/Science, MIT",True,1971-03-22
5281,Emily Brown,0.6,Germany,Healthcare,5172,28,Berlin,Germany,Divorced,3,"Bachelor of Arts/Science, Oxford University",True,1997-03-15
5282,Sophia Thomas,0.6,China,Real Estate,5172,43,Shanghai,China,Divorced,2,"Bachelor of Arts/Science, Cambridge University",True,1982-03-19
5283,John Johnson,0.6,China,Energy,5172,79,Shenzhen,China,Married,5,"Master of Business Administration, Yale University",True,1946-03-28
5284,Michael Brown,0.6,France,Energy,5172,59,Lyon,France,Single,1,"PhD, MIT",True,1966-03-23
5285,Jane Thomas,0.6,India,Real Estate,5172,29,Delhi,India,Divorced,1,"Drop Out, Harvard University",False,1996-03-15
5286,David Taylor,0.6,Brazil,Manufacturing,5172,70,Rio de Janeiro,Brazil,Married,3,"Master of Business Administration, MIT",False,1955-03-26
5287,Olivia Smith,0.6,Germany,Retail,5172,74,Frankfurt,Germany,Single,1,"PhD, Harvard University",True,1951-03-27
5288,Michael Taylor,0.6,Germany,Manufacturing,5172,67,Munich,Germany,Divorced,5,"PhD, MIT",False,1958-03-25
5289,Daniel Smith,0.6,France,Technology,5172,72,Paris,France,Single,5,"Master of Business Administration, Oxford University",True,1953-03-26
5290,Emily Smith,0.6,France,Real Estate,5172,54,Lyon,France,Married,0,"Master of Business Administration, Stanford University",True,1971-03-22
5291,Sarah White,0.6,India,Energy,5172,34,Bangalore,India,Single,0,"Bachelor of Arts/Science, Cambridge University",False,1991-03-17
5292,David Smith,0.6,China,Energy,5172,33,Beijing,China,Married,2,"Bachelor of Arts/Science, Stanford University",True,1992-03-16
5293,Michael White,0.6,United States,Technology,5172,28,"Chicago, IL",United States,Single,0,"Master of Business Administration, Cambridge University",True,1997-03-15
5294,John Anderson,0.6,France,Retail,5172,60,Paris,France,Married,5,"Drop Out, Yale University",True,1965-03-23
5295,Emily Taylor,0.6,China,Energy,5172,65,Beijing,China,Divorced,5,"PhD, Yale University",True,1960-03-24
5296,Robert Smith,0.6,Brazil,Technology,5172,26,São Paulo,Brazil,Single,1,"Drop Out, Oxford University",False,1999-03-15
5297,Sarah White,0.6,China,Finance,5172,68,Shanghai,China,Single,4,"Master of Business Administration, Oxford University",True,1957-03-25
5298,Sarah Taylor,0.6,Brazil,Energy,5172,70,Rio de Janeiro,Brazil,Divorced,5,"Master of Business Administration, Yale University",True,1955-03-26
5299,Michael Harris,0.6,India,Finance,5172,29,Delhi,India,Single,1,"PhD, MIT",True,1996-03-15
5300,Sarah Thomas,0.6,France,Retail,5172,49,Marseille,France,Married,3,"Bachelor of Arts/Science, Yale University",False,1976-03-20
5301,John Anderson,0.6,Germany,Finance,5172,39,Berlin,Germany,In Relationship,4,"Bachelor of Arts/Science, MIT",True,1986-03-18
5302,Daniel Taylor,0.6,China,Technology,5172,40,Shanghai,China,Single,2,"PhD, Oxford University",False,1985-03-18
5303,Emily Harris,0.6,India,Technology,5172,32,Bangalore,India,Single,3,"Drop Out, Cambridge University",True,1993-03-16
5304,Sarah Thomas,0.6,Brazil,Technology,5172,29,Brasilia,Brazil,Married,4,"Master of Business Administration, Yale University",True,1996-03-15
5305,John Johnson,0.6,France,Real Estate,5172,59,Marseille,France,In Relationship,2,"Drop Out, Stanford University",False,1966-03-23
5306,Sophia White,0.6,India,Real Estate,5172,44,Delhi,India,In Relationship,2,"PhD, Yale University",False,1981-03-19
5307,Daniel Jackson,0.6,China,Technology,5172,53,Shanghai,China,Single,3,"Drop Out, Oxford University",False,1972-03-21
5308,Jane Brown,0.6,China,Retail,5172,73,Shanghai,China,Single,0,"Drop Out, MIT",False,1952-03-26
5309,David Brown,0.6,Brazil,Healthcare,5172,77,Brasilia,Brazil,In Relationship,0,"Bachelor of Arts/Science, Oxford University",False,1948-03-27
5310,John Thomas,0.6,Germany,Healthcare,5172,69,Berlin,Germany,Married,5,"Master of Business Administration, Stanford University",False,1956-03-25
5311,John Jackson,0.6,France,Technology,5172,33,Paris,France,Single,0,"Bachelor of Arts/Science, Oxford University",True,1992-03-16
5312,Emily Taylor,0.6,India,Retail,5172,57,Bangalore,India,Single,4,"PhD, Cambridge University",True,1968-03-22
5313,Robert Anderson,0.6,Germany,Finance,5172,32,Frankfurt,Germany,In Relationship,5,"Bachelor of Arts/Science, Harvard University",False,1993-03-16
5314,Sophia Brown,0.6,China,Real Estate,5172,79,Shenzhen,China,In Relationship,1,"Bachelor of Arts/Science, Oxford University",False,1946-03-28
5315,John Martin,0.6,Germany,Manufacturing,5172,70,Munich,Germany,Married,1,"Master of Business Administration, Yale University",True,1955-03-26
5316,Sarah Thomas,0.6,Brazil,Technology,5172,34,Brasilia,Brazil,Single,3,"Bachelor of Arts/Science, Cambridge University",False,1991-03-17
5317,Emily Johnson,0.6,Brazil,Energy,5172,65,Brasilia,Brazil,In Relationship,1,"Master of Business Administration, Stanford University",False,1960-03-24
5318,Robert Johnson,0.6,Brazil,Healthcare,5172,71,São Paulo,Brazil,Single,2,"Bachelor of Arts/Science, MIT",True,1954-03-26
5319,Olivia Brown,0.6,Brazil,Finance,5172,68,Rio de Janeiro,Brazil,In Relationship,2,"Drop Out, MIT",False,1957-03-25
5320,Emily Taylor,0.6,China,Finance,5172,66,Beijing,China,In Relationship,2,"Master of Business Administration, Harvard University",False,1959-03-25
5321,David Brown,0.6,China,Technology,5172,56,Shenzhen,China,Divorced,5,"PhD, Cambridge University",False,1969-03-22
5322,David Martin,0.6,Brazil,Real Estate,5172,69,Brasilia,Brazil,In Relationship,5,"Master of Business Administration, Cambridge University",False,1956-03-25
5323,Michael Taylor,0.6,China,Retail,5172,41,Shenzhen,China,Divorced,4,"Master of Business Administration, Yale University",False,1984-03-18
5324,David Johnson,0.6,United States,Retail,5172,43,"Chicago, IL",United States,Divorced,3,"PhD, Cambridge University",False,1982-03-19
5325,Jane Anderson,0.6,France,Real Estate,5172,72,Marseille,France,Divorced,2,"PhD, Stanford University",True,1953-03-26
5326,John Brown,0.6,India,Manufacturing,5172,25,Mumbai,India,Married,5,"Master of Business Administration, MIT",False,2000-03-14
5327,Sarah Johnson,0.6,France,Technology,5172,77,Marseille,France,Single,1,"Bachelor of Arts/Science, Yale University",True,1948-03-27
5328,John Jackson,0.6,France,Real Estate,5172,38,Marseille,France,In Relationship,0,"PhD, Cambridge University",True,1987-03-18
5329,Sophia White,0.6,China,Technology,5172,77,Beijing,China,Divorced,5,"Bachelor of Arts/Science, Oxford University",False,1948-03-27
5330,Jane Taylor,0.6,Germany,Manufacturing,5172,33,Munich,Germany,Divorced,4,"Bachelor of Arts/Science, Stanford University",True,1992-03-16
5331,John Anderson,0.6,India,Manufacturing,5172,59,Delhi,India,In Relationship,3,"Drop Out, Stanford University",False,1966-03-23
5332,Olivia Harris,0.6,Germany,Retail,5172,28,Frankfurt,Germany,In Relationship,0,"Master of Business Administration, Stanford University",True,1997-03-15
5333,Olivia Taylor,0.6,India,Real Estate,5172,51,Bangalore,India,Single,3,"PhD, MIT",False,1974-03-21
5334,David Jackson,0.6,China,Energy,5172,88,Shanghai,China,In Relationship,4,"PhD, Yale University",True,1937-03-30
5335,Robert Smith,0.6,Brazil,Real Estate,5172,57,Brasilia,Brazil,Single,0,"Bachelor of Arts/Science, Stanford University",False,1968-03-22
5336,Emily Brown,0.6,Germany,Healthcare,5172,61,Munich,Germany,Single,1,"PhD, Oxford University",False,1964-03-23
5337,Jane White,0.6,Germany,Energy,5172,48,Munich,Germany,In Relationship,1,"Master of Business Administration, Oxford University",False,1977-03-20
5338,Sarah Anderson,0.6,Germany,Finance,5172,47,Berlin,Germany,Married,2,"PhD, Yale University",False,1978-03-20
5339,John Johnson,0.6,France,Healthcare,5172,30,Marseille,France,Married,2,"Drop Out, Harvard University",False,1995-03-16
5340,Olivia Smith,0.6,United States,Retail,5172,27,"Los Angeles, CA",United States,Single,5,"PhD, MIT",False,1998-03-15
5341,Emily Taylor,0.6,United States,Real Estate,5172,33,"Chicago, IL",United States,In Relationship,4,"Bachelor of Arts/Science, Stanford University",False,1992-03-16
5342,David Johnson,0.6,India,Retail,5172,89,Mumbai,India,Single,2,"PhD, MIT",True,1936-03-30
5343,Sophia Smith,0.6,Germany,Energy,5172,38,Berlin,Germany,Divorced,5,"PhD, Stanford University",True,1987-03-18
5344,Sophia Brown,0.6,India,Manufacturing,5172,56,Mumbai,India,Divorced,1,"PhD, Cambridge University",True,1969-03-22
5345,Daniel Jackson,0.6,France,Healthcare,5172,50,Marseille,France,Married,2,"Master of Business Administration, Harvard University",False,1975-03-21
5346,David Martin,0.6,China,Energy,5172,39,Shenzhen,China,Married,2,"PhD, Harvard University",True,1986-03-18
5347,Sarah Thomas,0.6,United States,Healthcare,5172,84,"New York, NY",United States,Single,1,"Master of Business Administration, Stanford University",True,1941-03-29
5348,Sophia Johnson,0.6,Germany,Finance,5172,41,Berlin,Germany,In Relationship,2,"Bachelor of Arts/Science, Stanford University",False,1984-03-18
5349,David Brown,0.6,United States,Retail,5172,69,"Chicago, IL",United States,Single,3,"Bachelor of Arts/Science, Yale University",False,1956-03-25
5350,Robert Smith,0.6,India,Retail,5172,38,Mumbai,India,Single,4,"Bachelor of Arts/Science, Cambridge University",False,1987-03-18
5351,John Johnson,0.6,France,Technology,5172,71,Marseille,France,Divorced,2,"Drop Out, Yale University",True,1954-03-26
5352,Sarah Smith,0.6,Germany,Retail,5172,40,Munich,Germany,Married,5,"Master of Business Administration, MIT",True,1985-03-18
5353,David Anderson,0.6,China,Energy,5172,83,Shanghai,China,Single,0,"PhD, Yale University",False,1942-03-29
5354,Olivia Taylor,0.6,France,Energy,5172,34,Marseille,France,In Relationship,3,"Master of Business Administration, Harvard University",False,1991-03-17
5355,David Smith,0.6,Germany,Manufacturing,5172,88,Frankfurt,Germany,Single,0,"Bachelor of Arts/Science, Stanford University",False,1937-03-30
5356,Robert Anderson,0.6,Germany,Manufacturing,5172,88,Frankfurt,Germany,In Relationship,3,"Drop Out, Yale University",False,1937-03-30
5357,Jane Jackson,0.6,Brazil,Energy,5172,90,Rio de Janeiro,Brazil,Married,4,"Drop Out, Stanford University",True,1935-03-31
5358,Jane White,0.6,India,Finance,5172,31,Delhi,India,Married,0,"Master of Business Administration, Stanford University",True,1994-03-16
5359,Daniel Anderson,0.6,Brazil,Healthcare,5172,58,Rio de Janeiro,Brazil,In Relationship,3,"Drop Out, Harvard University",False,1967-03-23
5360,Jane White,0.6,China,Real Estate,5172,41,Beijing,China,Married,1,"Drop Out, Oxford University",True,1984-03-18
5361,John Anderson,0.6,France,Retail,5172,73,Marseille,France,In Relationship,3,"Bachelor of Arts/Science, Yale University",False,1952-03-26
5362,Daniel Anderson,0.6,China,Real Estate,5172,88,Shenzhen,China,In Relationship,3,"Bachelor of Arts/Science, Yale University",False,1937-03-30
5363,Daniel White,0.6,Brazil,Manufacturing,5172,83,São Paulo,Brazil,In Relationship,2,"Master of Business Administration, Cambridge University",True,1942-03-29
5364,Michael Taylor,0.6,Germany,Real Estate,5172,35,Munich,Germany,Single,2,"Bachelor of Arts/Science, Harvard University",False,1990-03-17
5365,Olivia Harris,0.6,India,Manufacturing,5172,39,Bangalore,India,Single,5,"PhD, Cambridge University",True,1986-03-18
5366,John Anderson,0.6,India,Retail,5172,57,Delhi,India,Divorced,0,"Drop Out, Cambridge University",False,1968-03-22
5367,Emily White,0.6,China,Healthcare,5172,64,Shanghai,China,Married,1,"Bachelor of Arts/Science, MIT",False,1961-03-24
5368,Daniel Harris,0.6,India,Real Estate,5172,35,Bangalore,India,Single,1,"PhD, Stanford University",False,1990-03-17
5369,Emily Johnson,0.6,France,Manufacturing,5172,56,Lyon,France,Married,4,"Bachelor of Arts/Science, Stanford University",False,1969-03-22
5370,Sarah Harris,0.6,United States,Retail,5172,80,"Chicago, IL",United States,Married,4,"Bachelor of Arts/Science, Harvard University",True,1945-03-28
5371,Sarah Johnson,0.6,India,Retail,5172,77,Bangalore,India,Married,4,"Master of Business Administration, Stanford University",False,1948-03-27
5372,Jane Brown,0.6,France,Energy,5172,58,Lyon,France,Single,3,"Master of Business Administration, Yale University",True,1967-03-23
5373,Emily Smith,0.6,Germany,Finance,5172,61,Munich,Germany,In Relationship,3,"Master of Business Administration, Cambridge University",False,1964-03-23
5374,Michael Jackson,0.6,China,Finance,5172,81,Shenzhen,China,Married,4,"Drop Out, Oxford University",False,1944-03-28
5375,Sarah Johnson,0.6,Brazil,Energy,5172,33,São Paulo,Brazil,Divorced,4,"Bachelor of Arts/Science, Cambridge University",True,1992-03-16
